,Location,Dis No,Lat,Long
3013, North Dakota,2014-0192-USA,47.5,-100
3014, Ohio,2014-0192-USA,40.25,-83
3015, South Dakota,2014-0192-USA,44.5,-100.25
3016, Wisconsin,2014-0192-USA,44.5,-90
3017, Kansas,2014-0192-USA,38.5,-98.5
3018, Nebraska,2014-0192-USA,41.5,-99.75
3019, New Mexico,2014-0192-USA,34.5,-106
3020, North Dakota,2014-0192-USA,47.5,-100
3021, Oklahoma,2014-0192-USA,35.49,-97.5
3022, South Dakota,2014-0192-USA,44.5,-100.25
3023, Texas,2014-0192-USA,31.25,-99.25
3024, Wyoming,2014-0192-USA,43,-107.5
3025, Arizona,2014-0192-USA,34.5,-111.5
3026, Idaho,2014-0192-USA,44.5,-114.25
3027, Montana,2014-0192-USA,43.41,23.23
3028, Nevada,2014-0192-USA,39.25,-116.75
3029, New Mexico,2014-0192-USA,34.5,-106
3030, Utah,2014-0192-USA,39.25,-111.75
3031, Wyoming,2014-0192-USA,43,-107.5
3032, New York,2014-0192-USA,40.71,-74.01
3033, New Jersey,2014-0192-USA,40.17,-74.5
3034, Pennsylvania,2014-0192-USA,40.27,-76.91
3035, Maine,2014-0192-USA,45.5,-69.25
3036, New Hampshire,2014-0192-USA,43.67,-71.5
3037, Vermont,2014-0192-USA,44,-72.75
3038, Massachusetts,2014-0192-USA,42.37,-71.11
3039, Rhode Island,2014-0192-USA,41.75,-71.5
3043, Iowa,2014-0540-USA,42,-93.5
3044, Kansas,2014-0540-USA,38.5,-98.5
3045, Arkansas,2014-0540-USA,34.75,-92.5
3047,New York,2014-0459-USA,40.71,-74.01
3048, New Hampshire,2014-0459-USA,43.67,-71.5
3050,Illinois,2014-0317-USA,40,-89.25
3051, Indiana,2014-0317-USA,40,-86.25
3052, Iowa,2014-0317-USA,42,-93.5
3053, Kansas,2014-0317-USA,38.5,-98.5
3054, Michigan,2014-0317-USA,44.25,-85.5
3055, Minnesota,2014-0317-USA,46.25,-94.25
3056, Missouri,2014-0317-USA,38.25,-92.5
3057, Nebraska,2014-0317-USA,41.5,-99.75
3058, North Dakota,2014-0317-USA,47.5,-100
3059, Ohio,2014-0317-USA,40.25,-83
3060, South Dakota,2014-0317-USA,44.5,-100.25
3061, Wisconsin,2014-0317-USA,44.5,-90
3062, Maine,2014-0317-USA,45.5,-69.25
3063, New Hampshire,2014-0317-USA,43.67,-71.5
3064, Vermont,2014-0317-USA,44,-72.75
3065, Massachusetts,2014-0317-USA,42.37,-71.11
3066, Rhode Island,2014-0317-USA,41.75,-71.5
3067, Connecticut,2014-0317-USA,41.67,-72.67
3068, New York,2014-0317-USA,40.71,-74.01
3069, New Jersey,2014-0317-USA,40.17,-74.5
3075,Texas,2015-0211-USA,31.25,-99.25
3076, Oklahoma,2015-0211-USA,35.49,-97.5
3077, Kansas,2015-0211-USA,38.5,-98.5
3078, Nebraska,2015-0211-USA,41.5,-99.75
3079, Missouri,2015-0211-USA,38.25,-92.5
3080, Colorado,2015-0211-USA,-22.84,-51.97
3081, Minnesota,2015-0211-USA,46.25,-94.25
3083,Austin,2015-0488-USA,30.27,-97.74
3086,Texas,2015-0155-USA,31.25,-99.25
3087, Louisiana,2015-0155-USA,31,-92
3088, Alabama,2015-0155-USA,32.75,-86.75
3089, Mississippi,2015-0155-USA,32.75,-89.75
3090, Kentucky,2015-0155-USA,-30.77,151.45
3091, Georgia,2015-0155-USA,32.75,-83.5
3093,Kansas,2015-0180-USA,38.5,-98.5
3094, Nebraska,2015-0180-USA,41.5,-99.75
3095, Texas,2015-0180-USA,31.25,-99.25
3096, Oklahoma,2015-0180-USA,35.49,-97.5
3097, Minnesota,2015-0180-USA,46.25,-94.25
3098, Iowa,2015-0180-USA,42,-93.5
3100,Colorado,2015-0245-USA,-22.84,-51.97
3106, Missouri,2015-0138-USA,38.25,-92.5
3107, North Carolina,2015-0138-USA,35.5,-80
3108, Indiana,2015-0138-USA,40,-86.25
3109, Ohio,2015-0138-USA,40.25,-83
3110, Kentucky,2015-0138-USA,-30.77,151.45
3111, Texas,2015-0138-USA,31.25,-99.25
3112, Iowa,2015-0138-USA,42,-93.5
3113, Arkansas,2015-0138-USA,34.75,-92.5
3114, Michigan,2015-0138-USA,44.25,-85.5
3115, West Virginia,2015-0138-USA,38.5,-80.5
3116, Wisconsin,2015-0138-USA,44.5,-90
3117, Pennsylvania,2015-0138-USA,40.27,-76.91
3118, Oklahoma,2015-0138-USA,35.49,-97.5
3119, Kansas,2015-0138-USA,38.5,-98.5
3121,Illinois,2015-0326-USA,40,-89.25
3122, Indiana,2015-0326-USA,40,-86.25
3123, Wisconsin,2015-0326-USA,44.5,-90
3124, Minnesota,2015-0326-USA,46.25,-94.25
3125, Ohio,2015-0326-USA,40.25,-83
3126, Iowa,2015-0326-USA,42,-93.5
3127, Kentucky,2015-0326-USA,-30.77,151.45
3128, Tennessee,2015-0326-USA,35.75,-86.25
3129, Missouri,2015-0326-USA,38.25,-92.5
3130, South Carolina,2015-0326-USA,34,-81
3131, North Carolina,2015-0326-USA,35.5,-80
3132,California,2015-0401-USA,38.3,-76.51
3133, Idaho,2015-0401-USA,44.5,-114.25
3134, Montana,2015-0401-USA,43.41,23.23
3135, Oregon,2015-0401-USA,44,-120.5
3139, Osage,2015-0123-USA,43.28,-92.81
3141, Kansas,2015-0123-USA,38.5,-98.5
3142, Missouri,2015-0123-USA,38.25,-92.5
3144,Chicago,2015-0400-USA,41.85,-87.65
3151, Indiana,2015-0400-USA,40,-86.25
3152, Ohio,2015-0400-USA,40.25,-83
3153, Connecticut,2015-0400-USA,41.67,-72.67
3154, Michigan,2015-0400-USA,44.25,-85.5
3155, Massachusetts,2015-0400-USA,42.37,-71.11
3156, Wisconsin,2015-0400-USA,44.5,-90
3157, Rhode Island,2015-0400-USA,41.75,-71.5
3158, Maine,2015-0400-USA,45.5,-69.25
3160,Mississippi,2015-0565-USA,32.75,-89.75
3161, Missouri,2015-0565-USA,38.25,-92.5
3162, Kentucky,2015-0565-USA,-30.77,151.45
3163, Tennessee,2015-0565-USA,35.75,-86.25
3164, Arkansas,2015-0565-USA,34.75,-92.5
3165, Alabama,2015-0565-USA,32.75,-86.75
3166, Illinois,2015-0565-USA,40,-89.25
3167, Indiana,2015-0565-USA,40,-86.25
3169,Tennessee,2015-0046-USA,35.75,-86.25
3170, Kansas,2015-0046-USA,38.5,-98.5
3171, District of Columbia,2015-0046-USA,38.92,-77
3172, Boston,2015-0046-USA,42.36,-71.06
3173, Ohio,2015-0046-USA,40.25,-83
3174, Virginia,2015-0046-USA,37.55,-77.45
3175, Georgia,2015-0046-USA,32.75,-83.5
3176, North Carolina,2015-0046-USA,35.5,-80
3178,Illinois,2015-0072-USA,40,-89.25
3179, Michigan,2015-0072-USA,44.25,-85.5
3180, Massachusetts,2015-0072-USA,42.37,-71.11
3181, New York,2015-0072-USA,40.71,-74.01
3182, Connecticut,2015-0072-USA,41.67,-72.67
3184,Dallas,2015-0558-USA,32.77,-96.78
3185, Ellis,2015-0558-USA,38.94,-99.56
3187, Mississippi,2015-0558-USA,32.75,-89.75
3188, Tennessee,2015-0558-USA,35.75,-86.25
3189, Arkansas,2015-0558-USA,34.75,-92.5
3190, Alabama,2015-0558-USA,32.75,-86.75
3191, Georgia,2015-0558-USA,32.75,-83.5
3192, New Mexico,2015-0558-USA,34.5,-106
3193, Missouri,2015-0558-USA,38.25,-92.5
3194, Kentucky,2015-0558-USA,-30.77,151.45
3195, Indiana,2015-0558-USA,40,-86.25
3196, Oklahoma,2015-0558-USA,35.49,-97.5
3198,Texas,2015-0531-USA,31.25,-99.25
3199, Kansas,2015-0531-USA,38.5,-98.5
3201,South Carolina,2015-0459-USA,34,-81
3202, North Carolina,2015-0459-USA,35.5,-80
3203,Connecticut,2015-0026-USA,41.67,-72.67
3204, Maine,2015-0026-USA,45.5,-69.25
3205, Massachusetts,2015-0026-USA,42.37,-71.11
3206, New Hampshire,2015-0026-USA,43.67,-71.5
3207, New Jersey,2015-0026-USA,40.17,-74.5
3208, New York,2015-0026-USA,40.71,-74.01
3209, Rhode Island,2015-0026-USA,41.75,-71.5
3210,Texas,2015-0212-USA,31.25,-99.25
3211, Oklahoma,2015-0212-USA,35.49,-97.5
3212, Colorado,2015-0212-USA,-22.84,-51.97
3213, Arkansas,2015-0212-USA,34.75,-92.5
3214, Kansas,2015-0212-USA,38.5,-98.5
3215, Louisiana,2015-0212-USA,31,-92
3216, Georgia,2015-0212-USA,32.75,-83.5
3217, Ohio,2015-0212-USA,40.25,-83
3218, South Carolina,2015-0212-USA,34,-81
3224, Colorado,2015-0177-USA,-22.84,-51.97
3225, Oklahoma,2015-0177-USA,35.49,-97.5
3226, Kansas,2015-0177-USA,38.5,-98.5
3228,Illinois,2015-0025-USA,40,-89.25
3229, Wisconsin,2015-0025-USA,44.5,-90
3231,Massachusetts,2015-0073-USA,42.37,-71.11
3232, New York,2015-0073-USA,40.71,-74.01
3233, Tennessee,2015-0073-USA,35.75,-86.25
3234, Maryland,2015-0073-USA,39,-76.75
3235, Virginia,2015-0073-USA,37.55,-77.45
3236, Pennsylvania,2015-0073-USA,40.27,-76.91
3237, Kentucky,2015-0073-USA,-30.77,151.45
3238, North Carolina,2015-0073-USA,35.5,-80
3239, Michigan,2015-0073-USA,44.25,-85.5
3240, Rhode Island,2015-0073-USA,41.75,-71.5
3241, New Hampshire,2015-0073-USA,43.67,-71.5
3242, Ohio,2015-0073-USA,40.25,-83
3243, South Carolina,2015-0073-USA,34,-81
3244, Illinois,2015-0073-USA,40,-89.25
3245, District of Columbia,2015-0073-USA,38.92,-77
3246, Maine,2015-0073-USA,45.5,-69.25
3248,New York,2015-0122-USA,40.71,-74.01
3249, Pennsylvania,2015-0122-USA,40.27,-76.91
3250, Kentucky,2015-0122-USA,-30.77,151.45
3251, West Virginia,2015-0122-USA,38.5,-80.5
3261,Lake,2015-0421-USA,42.33,-88
3262, Napa,2015-0421-USA,38.3,-122.29
3263, Sonoma,2015-0421-USA,38.29,-122.46
3265,Amador,2015-0613-USA,18.55,-69.19
3267,California,2015-9210-USA,38.3,-76.51
3268, Nevada,2015-9210-USA,39.25,-116.75
3269, Oregon,2015-9210-USA,44,-120.5
3270, Washington,2015-9210-USA,47.5,-120.5
3271, Idaho,2015-9210-USA,44.5,-114.25
3272, Montana,2015-9210-USA,43.41,23.23
3273, Utah,2015-9210-USA,39.25,-111.75
3275,Lake,2015-0312-USA,42.33,-88
3276, Napa,2015-0312-USA,38.3,-122.29
3277, Solano,2015-0312-USA,16.53,121.2
3281,Hillsborough,2015-0399-USA,37.57,-122.38
3282, Pasco,2015-0399-USA,46.24,-119.1
3284, Dixie,2015-0399-USA,-38.3,142.93
3286,Ventura,2016-0012-USA,34.47,-119.02
3287, Orange,2016-0012-USA,33.79,-117.85
3288, San Diego,2016-0012-USA,32.72,-117.16
3291, Indiana,2016-0203-USA,40,-86.25
3292, Illinois,2016-0203-USA,40,-89.25
3293, Wisconsin,2016-0203-USA,44.5,-90
3294, Virginia,2016-0203-USA,37.55,-77.45
3295,Texas,2016-0125-USA,31.25,-99.25
3296, Oklahoma,2016-0125-USA,35.49,-97.5
3297, Arkansas,2016-0125-USA,34.75,-92.5
3298, Louisiana,2016-0125-USA,31,-92
3299, Mississippi,2016-0125-USA,32.75,-89.75
3300, Kansas,2016-0125-USA,38.5,-98.5
3301, Virginia,2016-0125-USA,37.55,-77.45
3302, North Carolina,2016-0125-USA,35.5,-80
3303, Georgia,2016-0125-USA,32.75,-83.5
3304, Missouri,2016-0125-USA,38.25,-92.5
3305, Illinois,2016-0125-USA,40,-89.25
3307,Georgia,2016-0322-USA,32.75,-83.5
3308, Florida,2016-0322-USA,28.75,-82.5
3309, South Carolina,2016-0322-USA,34,-81
3310, New York,2016-0322-USA,40.71,-74.01
3312, Florida,2016-0322-USA,28.75,-82.5
3316, Clark,2016-0331-USA,40.64,-74.31
3317, Columbia,2016-0331-USA,34,-81.03
3318, Crawford,2016-0331-USA,-26.5,151.82
3319, Eau Claire,2016-0331-USA,44.81,-91.5
3320, Jackson,2016-0331-USA,32.3,-90.18
3321, La Crosse,2016-0331-USA,43.8,-91.24
3322, Monroe,2016-0331-USA,32.51,-92.12
3323, Richland,2016-0331-USA,46.29,-119.28
3325, Trempealeau,2016-0331-USA,44.01,-91.44
3327, Benton,2016-0331-USA,34.56,-92.59
3330, Buchanan,2016-0331-USA,5.88,-10.05
3331, Butler,2016-0331-USA,40.86,-79.9
3332, Cedar,2016-0331-USA,41.21,-92.53
3333, Chickasaw,2016-0331-USA,30.76,-88.07
3334, Delaware,2016-0331-USA,39,-75.5
3335, Floyd,2016-0331-USA,36.91,-80.32
3336, Franklin,2016-0331-USA,35.93,-86.87
3337, Linn,2016-0331-USA,38.49,-91.85
3340, Wise,2016-0123-USA,36.98,-82.58
3341, Tarrant,2016-0123-USA,33.58,-86.77
3342, Denton,2016-0123-USA,33.21,-97.13
3344, Wylie,2016-0123-USA,33.02,-96.54
3345, Plano,2016-0123-USA,33.02,-96.7
3346, Little Elm,2016-0123-USA,33.16,-96.94
3347, Rockwall,2016-0123-USA,32.93,-96.46
3350, Denton,2016-0123-USA,33.21,-97.13
3352, Rockwall,2016-0123-USA,32.93,-96.46
3355, Helotes,2016-0123-USA,29.58,-98.69
3356, Alamo Heights,2016-0123-USA,29.48,-98.47
3357, Kirby,2016-0123-USA,29.46,-98.39
3358, Hollywood Park,2016-0123-USA,29.6,-98.49
3359, Carrizo Springs,2016-0123-USA,28.52,-99.86
3362, Oklahoma,2016-0123-USA,35.49,-97.5
3363, Kansas,2016-0123-USA,38.5,-98.5
3364, Missouri,2016-0123-USA,38.25,-92.5
3365, Arkansas,2016-0123-USA,34.75,-92.5
3366, Mississippi,2016-0123-USA,32.75,-89.75
3367, Louisiana,2016-0123-USA,31,-92
3368,Oklahoma,2016-0150-USA,35.55,-97.4
3369, Colorado,2016-0150-USA,-22.84,-51.97
3370, Nebraska,2016-0150-USA,41.5,-99.75
3371, Kansas,2016-0150-USA,38.5,-98.5
3372, Iowa,2016-0150-USA,42,-93.5
3373, Missouri,2016-0150-USA,38.25,-92.5
3374, Arkansas,2016-0150-USA,34.75,-92.5
3375, Illinois,2016-0150-USA,40,-89.25
3376, Kentucky,2016-0150-USA,-30.77,151.45
3377, Texas,2016-0150-USA,31.25,-99.25
3379,Alabama,2016-0477-USA,32.75,-86.75
3380, Mississippi,2016-0477-USA,32.75,-89.75
3381, Tennessee,2016-0477-USA,35.75,-86.25
3382, Georgia,2016-0477-USA,32.75,-83.5
3383, South Carolina,2016-0477-USA,34,-81
3384, Louisiana,2016-0477-USA,31,-92
3386,Texas,2016-0086-USA,31.25,-99.25
3387, Mississippi,2016-0086-USA,32.75,-89.75
3388, Louisiana,2016-0086-USA,31,-92
3390,Texas,2016-0087-USA,31.25,-99.25
3391, Oklahoma,2016-0087-USA,35.49,-97.5
3392, Louisiana,2016-0087-USA,31,-92
3393, Arkansas,2016-0087-USA,34.75,-92.5
3394, Mississippi,2016-0087-USA,32.75,-89.75
3395, Alabama,2016-0087-USA,32.75,-86.75
3397,Fayette,2016-0124-USA,38.05,-84.45
3398, Grimes,2016-0124-USA,41.69,-93.79
3399, Harris,2016-0124-USA,45.59,-92.97
3402,Texas,2016-0183-USA,31.25,-99.25
3403, Oklahoma,2016-0183-USA,35.49,-97.5
3404, Arkansas,2016-0183-USA,34.75,-92.5
3405, Kansas,2016-0183-USA,38.5,-98.5
3410, Kansas,2016-0181-USA,38.5,-98.5
3411, Missouri,2016-0181-USA,38.25,-92.5
3412, Colorado,2016-0181-USA,-22.84,-51.97
3413,California,2016-0085-USA,38.3,-76.51
3415, Texas,2016-0085-USA,31.25,-99.25
3416, Arkansas,2016-0085-USA,34.75,-92.5
3417, Tennessee,2016-0085-USA,35.75,-86.25
3418, Mississippi,2016-0085-USA,32.75,-89.75
3419, Alabama,2016-0085-USA,32.75,-86.75
3420, Oklahoma,2016-0085-USA,35.49,-97.5
3421, Kentucky,2016-0085-USA,-30.77,151.45
3425, New York,2016-0010-USA,40.71,-74.01
3426, New Jersey,2016-0010-USA,40.17,-74.5
3427, Pennsylvania,2016-0010-USA,40.27,-76.91
3428, Maryland,2016-0010-USA,39,-76.75
3429, Virginia,2016-0010-USA,37.55,-77.45
3430, Tennessee,2016-0010-USA,35.75,-86.25
3431, Kentucky,2016-0010-USA,-30.77,151.45
3432, Delaware,2016-0010-USA,39,-75.5
3433, West Virginia,2016-0010-USA,38.5,-80.5
3434, Georgia,2016-0010-USA,32.75,-83.5
3436,Alabama,2016-0051-USA,32.75,-86.75
3437, Mississippi,2016-0051-USA,32.75,-89.75
3440,Florida,2016-0355-USA,28.75,-82.5
3441, Georgia,2016-0355-USA,32.75,-83.5
3442, South Carolina,2016-0355-USA,34,-81
3443, North Carolina,2016-0355-USA,35.5,-80
3446,Los Angeles,2016-0264-USA,34.05,-118.24
3448,Lower Lake,2016-0297-USA,38.91,-122.61
3456,Louisiana,2016-0292-USA,31,-92
3457, Mississippi,2016-0292-USA,32.75,-89.75
3458, Missouri,2016-0292-USA,38.25,-92.5
3459, Illinois,2016-0292-USA,40,-89.25
3461, Clayton,2016-0292-USA,35.65,-78.46
3462, Fayette,2016-0292-USA,33.68,-87.83
3463, Howard,2016-0292-USA,44.54,-88.09
3466, Maryland,2016-0521-USA,39,-76.75
3467, Oklahoma,2016-0521-USA,35.49,-97.5
3468, Indiana,2016-0521-USA,40,-86.25
3469, Michigan,2016-0521-USA,44.25,-85.5
3470, New Mexico,2016-0521-USA,34.5,-106
3471, Ohio,2016-0521-USA,40.25,-83
3473,Texas,2016-0550-USA,31.25,-99.25
3474, Oklahoma,2016-0550-USA,35.49,-97.5
3475, Kansas,2016-0550-USA,38.5,-98.5
3476, Missouri,2016-0550-USA,38.25,-92.5
3477, Nebraska,2016-0550-USA,41.5,-99.75
3478, Illinois,2016-0550-USA,40,-89.25
3479, Indiana,2016-0550-USA,40,-86.25
3480, Kentucky,2016-0550-USA,-30.77,151.45
3481, Ohio,2016-0550-USA,40.25,-83
3482,Texas,2016-0552-USA,31.25,-99.25
3485, Arkansas,2016-0552-USA,34.75,-92.5
3487,California,2017-0039-USA,38.3,-76.51
3488, Nevada,2017-0039-USA,39.25,-116.75
3489, Idaho,2017-0039-USA,44.5,-114.25
3490, Colorado,2017-0039-USA,-22.84,-51.97
3491, Utah,2017-0039-USA,39.25,-111.75
3494, Marion,2017-0136-USA,40.59,-83.13
3501, Louisiana,2017-0336-USA,31,-92
3502, Kansas,2017-0336-USA,38.5,-98.5
3503, Missouri,2017-0336-USA,38.25,-92.5
3504,Georgia,2017-0542-USA,32.75,-83.5
3505, North Carolina,2017-0542-USA,35.5,-80
3506, Maryland,2017-0542-USA,39,-76.75
3507, Virginia,2017-0542-USA,37.55,-77.45
3508, New York,2017-0542-USA,40.71,-74.01
3509, New Jersey,2017-0542-USA,40.17,-74.5
3510, Massachusetts,2017-0542-USA,42.37,-71.11
3511, Michigan,2017-0542-USA,44.25,-85.5
3512, Texas,2017-0542-USA,31.25,-99.25
3513, Mississippi,2017-0542-USA,32.75,-89.75
3514, Missouri,2017-0542-USA,38.25,-92.5
3516, Los Angeles,2017-0062-USA,34.05,-118.24
3517, San Francisco,2017-0062-USA,37.77,-122.42
3519,Colorado,2017-0234-USA,-22.84,-51.97
3520, Kansas,2017-0234-USA,38.5,-98.5
3521, Illinois,2017-0234-USA,40,-89.25
3522, Indiana,2017-0234-USA,40,-86.25
3525, Easton,2017-0234-USA,40.69,-75.22
3529, Carthage,2017-0234-USA,36.86,10.33
3531, Pulaski,2017-0234-USA,37.05,-80.78
3532, Phelps,2017-0234-USA,42.96,-77.06
3533, Dent,2017-0234-USA,39.19,-84.65
3535, Crawfordsville,2017-0234-USA,40.04,-86.87
3536, Phillipsburg,2017-0234-USA,40.69,-75.19
3538, Salem,2017-0234-USA,11.65,78.17
3542, Arkansas,2017-0234-USA,34.75,-92.5
3543, Ohio,2017-0234-USA,40.25,-83
3544, Kentucky,2017-0234-USA,-30.77,151.45
3546, Memphis,2017-0234-USA,35.15,-90.05
3548, Virginia,2017-0234-USA,37.55,-77.45
3550, DeSoto,2017-0234-USA,32.59,-96.86
3551, Caddo,2017-0234-USA,34.57,-87.14
3552, Caldwell,2017-0234-USA,43.66,-116.69
3553, Franklin,2017-0234-USA,35.93,-86.87
3554, LaSalle,2017-0234-USA,44.05,3.85
3557, Catahoula,2017-0234-USA,30.21,-91.71
3560, North Dakota,2017-0234-USA,47.5,-100
3561, South Dakota,2017-0234-USA,44.5,-100.25
3562, Minnesota,2017-0234-USA,46.25,-94.25
3563, Iowa,2017-0234-USA,42,-93.5
3564, Ohio,2017-0234-USA,40.25,-83
3565, Pennsylvania,2017-0234-USA,40.27,-76.91
3566, New York,2017-0234-USA,40.71,-74.01
3570, South Carolina,2017-0234-USA,34,-81
3571, Georgia,2017-0234-USA,32.75,-83.5
3572, New Mexico,2017-0234-USA,34.5,-106
3575, Rockwall,2017-0564-USA,32.93,-96.46
3585, Kentucky,2017-0564-USA,-30.77,151.45
3586, Tennessee,2017-0564-USA,35.75,-86.25
3587, Mississippi,2017-0564-USA,32.75,-89.75
3588, Alabama,2017-0564-USA,32.75,-86.75
3589, Georgia,2017-0564-USA,32.75,-83.5
3593, Port Lavaca,2017-0362-USA,28.61,-96.63
3596, Beaumont,2017-0362-USA,30.09,-94.1
3597, Port Arthur,2017-0362-USA,29.9,-93.93
3598, Angelina,2017-0362-USA,-27.57,-48.99
3601, Austin,2017-0362-USA,30.27,-97.74
3602, Bastrop,2017-0362-USA,32.76,-91.87
3603, Bee,2017-0362-USA,45.96,8.58
3605, Brazoria,2017-0362-USA,29.04,-95.57
3607, Burleson,2017-0362-USA,32.54,-97.32
3608, Caldwell,2017-0362-USA,43.66,-116.69
3609, Calhoun,2017-0362-USA,34.5,-84.95
3610, Cameron,2017-0362-USA,39.74,-94.24
3612, Colorado,2017-0362-USA,-22.84,-51.97
3613, Comal,2017-0362-USA,-6.91,109.53
3614, DeWitt,2017-0362-USA,42.84,-84.57
3615, Fayette,2017-0362-USA,33.68,-87.83
3617, Galveston,2017-0362-USA,29.3,-94.8
3618, Goliad,2017-0362-USA,28.67,-97.39
3619, Gonzales,2017-0362-USA,30.24,-90.92
3620, Grimes,2017-0362-USA,41.69,-93.79
3621, Guadalupe,2017-0362-USA,25.68,-100.25
3622, Hardin,2017-0362-USA,45.73,-107.61
3623, Harris,2017-0362-USA,45.59,-92.97
3624, Jackson,2017-0362-USA,32.3,-90.18
3625, Jasper,2017-0362-USA,38.39,-86.93
3626, Jefferson,2017-0362-USA,38.86,-77.19
3631, Lavaca,2017-0362-USA,35.34,-94.17
3632, Lee,2017-0362-USA,43.12,-71.01
3633, Leon,2017-0362-USA,21.12,-101.67
3634, Liberty,2017-0362-USA,39.25,-94.42
3635, Live Oak,2017-0362-USA,36.98,-121.98
3636, Madison,2017-0362-USA,43.07,-89.4
3638, Montgomery,2017-0362-USA,30.67,73.1
3639, Newton,2017-0362-USA,42.34,-71.21
3641, Orange,2017-0362-USA,33.79,-117.85
3643, Refugio,2017-0362-USA,28.31,-97.28
3644, Sabine,2017-0362-USA,-27.35,151.72
3645, San Jacinto,2017-0362-USA,33.78,-116.96
3646, San Patricio,2017-0362-USA,19.22,-104.7
3647, Trinity,2017-0362-USA,28.18,-82.68
3648, Tyler,2017-0362-USA,32.35,-95.3
3649, Victoria,2017-0362-USA,48.43,-123.37
3650, Walker,2017-0362-USA,43,-85.77
3651, Waller,2017-0362-USA,47.2,-122.37
3652, Washington,2017-0362-USA,47.5,-120.5
3653, Wharton,2017-0362-USA,29.31,-96.1
3655, Wilson,2017-0362-USA,35.72,-77.92
3658, Forrest,2017-0362-USA,40.75,-88.41
3659, Iberia,2017-0362-USA,-11.35,-69.58
3660, Lafayette,2017-0362-USA,30.22,-92.02
3661, Vernon,2017-0362-USA,50.26,-119.27
3662, Beauregard,2017-0362-USA,52.73,14.22
3666, Vermillion,2017-0362-USA,42.78,-96.93
3667, Allen,2017-0362-USA,33.1,-96.67
3668, Natchitoches,2017-0362-USA,31.76,-93.09
3671,Illinois,2017-0070-USA,40,-89.25
3672, Missouri,2017-0070-USA,38.25,-92.5
3673, Indiana,2017-0070-USA,40,-86.25
3674, Arkansas,2017-0070-USA,34.75,-92.5
3675, Kentucky,2017-0070-USA,-30.77,151.45
3676, Tennessee,2017-0070-USA,35.75,-86.25
3677, Ohio ,2017-0070-USA,40.25,-83
3678, Georgia,2017-0070-USA,32.75,-83.5
3679, Iowa,2017-0070-USA,42,-93.5
3680, North Carolina,2017-0070-USA,35.5,-80
3681, Virginia,2017-0070-USA,37.55,-77.45
3682, Alabama,2017-0070-USA,32.75,-86.75
3683, South Carolina,2017-0070-USA,34,-81
3684, West Virginia,2017-0070-USA,38.5,-80.5
3686,Colorado,2017-0203-USA,-22.84,-51.97
3687, New Mexico,2017-0203-USA,34.5,-106
3688, Texas,2017-0203-USA,31.25,-99.25
3689, Oklahoma,2017-0203-USA,35.49,-97.5
3692, Plattsburg,2017-0563-USA,39.57,-94.45
3701, Wisconsin,2017-0563-USA,44.5,-90
3702, Arkansas,2017-0563-USA,34.75,-92.5
3703, Oklahoma,2017-0563-USA,35.49,-97.5
3704, Illinois,2017-0563-USA,40,-89.25
3706, Michigan,2017-0563-USA,44.25,-85.5
3708, Pennsylvania,2017-0563-USA,40.27,-76.91
3710, Ohio,2017-0563-USA,40.25,-83
3711, Nebraska,2017-0563-USA,41.5,-99.75
3712, Indiana,2017-0563-USA,40,-86.25
3724, Stark County,2017-0253-USA,40.82,-81.37
3725, Morton County,2017-0253-USA,46.77,-101.26
3731,Missouri,2017-0512-USA,38.25,-92.5
3741, Republic,2017-0512-USA,37.12,-93.48
3744, Steuben,2017-0512-USA,44.51,-67.97
3745, Norwalk,2017-0512-USA,33.9,-118.08
3755, Monroe,2017-0381-USA,32.51,-92.12
3764, Savannah,2017-0381-USA,32.08,-81.1
3766, Brunswick,2017-0381-USA,41.24,-81.84
3768, McIntosh,2017-0381-USA,34.86,-106.05
3770, Charleston,2017-0381-USA,32.78,-79.93
3771, Folly Beach,2017-0381-USA,32.66,-79.94
3774, Beaufort,2017-0381-USA,5.35,115.75
3776,South Carolina,2017-0108-USA,34,-81
3777, Georgia,2017-0108-USA,32.75,-83.5
3779, Mississippi,2017-0022-USA,32.75,-89.75
3780, Alabama,2017-0022-USA,32.75,-86.75
3781, Louisiana,2017-0022-USA,31,-92
3786,Jersey shore,2017-0383-USA,41.2,-77.26
3787, Seaside Park,2017-0383-USA,39.93,-74.08
3797, Chilton,2017-0410-USA,44.03,-88.16
3799, Florida,2017-0410-USA,28.75,-82.5
3801, Laurens,2017-0410-USA,34.5,-82.01
3802, Spartanburg,2017-0410-USA,34.95,-81.93
3803, Newberry,2017-0410-USA,34.27,-81.62
3804, Greenville,2017-0410-USA,35.61,-77.37
3810, San Luis Obispo,2017-0252-USA,35.28,-120.66
3812,Napa,2017-0434-USA,38.48,-122.33
3813, Sonoma,2017-0434-USA,38.29,-122.46
3815, Lake,2017-0434-USA,52.92,9.13
3816, Solano,2017-0434-USA,16.53,121.2
3817, Butte,2017-0434-USA,46,-112.53
3819, Nevada,2017-0434-USA,39.25,-116.75
3820, Humboldt,2017-0434-USA,35.82,-88.92
3825,Ventura,2017-0511-USA,34.47,-119.02
3826, Santa Barbara,2017-0511-USA,34.42,-119.7
3827, Los Angeles,2017-0511-USA,34.05,-118.24
3828, San Diego,2017-0511-USA,32.72,-117.16
3830,Massachusetts,2018-0111-USA,42.37,-71.11
3831, New York,2018-0111-USA,40.71,-74.01
